"lea_state","lea_state_name","ncesleaid","lea_name","schid","school_name","ncessch","jj","title_i_status"
"IL","ILLINOIS","1738460","Sycamore CUSD 427","03922","Sycamore High School","1.73846E+11","No","No"
"IL","ILLINOIS","1738460","Sycamore CUSD 427","06074","North Grove Elementary School","1.73846E+11","No","No"
"IL","ILLINOIS","1738460","Sycamore CUSD 427","03923","Sycamore Middle School","1.73846E+11","No","No"
"IL","ILLINOIS","1738460","Sycamore CUSD 427","03919","North Elementary School","1.73846E+11","No","No"
"IL","ILLINOIS","1700091","Tazewell-Mason Cntys Sp Ed Assoc","04616","Schramm Education Center","1.70009E+11","No","No"
"IL","ILLINOIS","1738970","Thornton Twp HSD 205","06422","Outlook Academy","1.73897E+11","No","No"
"IL","ILLINOIS","1738970","Thornton Twp HSD 205","06421","PEACE Center","1.73897E+11","No","No"
"IL","ILLINOIS","1739120","Tolono CUSD 7","04648","Unity East","1.73912E+11","No","No"
"IL","ILLINOIS","1730450","Township HSD 211","03165","J B Conant High School","1.73045E+11","No","No"
"IL","ILLINOIS","1730450","Township HSD 211","03167","Schaumburg High School","1.73045E+11","No","No"
"IL","ILLINOIS","1730450","Township HSD 211","03168","Wm Fremd High School","1.73045E+11","No","No"
"IL","ILLINOIS","1704170","Township HSD 214","00114","Prospect High School","1.70417E+11","No","No"
"IL","ILLINOIS","1704170","Township HSD 214","04679","Newcomer Center","1.70417E+11","No","No"
"IL","ILLINOIS","1704170","Township HSD 214","00113","John Hersey High School","1.70417E+11","No","No"
"IL","ILLINOIS","1704170","Township HSD 214","00110","Buffalo Grove High School","1.70417E+11","No","No"
"IL","ILLINOIS","1704170","Township HSD 214","00036","Young Adult Program","1.70417E+11","No","No"
"IL","ILLINOIS","1737350","Triad CUSD 2","03868","Triad Middle School","1.73735E+11","No","No"
"IL","ILLINOIS","1737350","Triad CUSD 2","03870","Triad High School","1.73735E+11","No","No"
"IL","ILLINOIS","1737350","Triad CUSD 2","03869","St Jacob Elem School","1.73735E+11","No","No"
"IL","ILLINOIS","1739510","Troy CCSD 30C","06012","Troy Hofer Elem Sch","1.73951E+11","No","No"
"IL","ILLINOIS","1739510","Troy CCSD 30C","03996","Troy Middle School","1.73951E+11","No","No"
"IL","ILLINOIS","1739510","Troy CCSD 30C","03998","Troy Shorewood School","1.73951E+11","No","No"
"IL","ILLINOIS","1739510","Troy CCSD 30C","05856","Orenic Intermediate School","1.73951E+11","No","No"
"IL","ILLINOIS","1719080","Twp HSD 113","02193","Deerfield High School","1.71908E+11","No","No"
"IL","ILLINOIS","1700100","University of Ill Lab School","04505","University of Illinois High Sch","1.7001E+11","No","No"
"IL","ILLINOIS","1739960","Urbana SD 116","05524","Urbana Early Childhood Ctr","1.73996E+11","No","No"
"IL","ILLINOIS","1740220","Vermilion Assoc for Spec Educ","02205","Middle Fork School","1.74022E+11","No","No"
"IL","ILLINOIS","1700211","Vermilion ROE","03291","Middlefork School RSSP","1.70021E+11","No","No"
"IL","ILLINOIS","1740480","Wabash & Ohio Valley Sp Ed Dist","05809","Norris City Annex","1.74048E+11","No","No"
"IL","ILLINOIS","1741190","Wauconda CUSD 118","05945","Matthews Middle School","1.74119E+11","No","No"
"IL","ILLINOIS","1741190","Wauconda CUSD 118","05208","Robert Crown School","1.74119E+11","No","No"
"IL","ILLINOIS","1739420","Wesclin CUSD 3","03990","Wesclin Sr High School","1.73942E+11","No","No"
"IL","ILLINOIS","1739420","Wesclin CUSD 3","03987","Trenton Elem School","1.73942E+11","No","No"
"IL","ILLINOIS","1700310","West Carroll CUSD 314","04970","West Carroll High School","1.70031E+11","No","No"
"IL","ILLINOIS","1700272","West Central IL Spec Educ Coop","05699","New Horizons","1.70027E+11","No","No"
"IL","ILLINOIS","1700272","West Central IL Spec Educ Coop","05700","Project Insight","1.70027E+11","No","No"
"IL","ILLINOIS","1741550","West Chicago ESD 33","06433","ELC Winfield Primary Annex","1.74155E+11","No","No"
"IL","ILLINOIS","1741550","West Chicago ESD 33","06205","Educare of West DuPage","1.74155E+11","No","No"
"IL","ILLINOIS","1741820","Western Springs SD 101","04189","John Laidlaw Elem School","1.74182E+11","No","No"
"IL","ILLINOIS","1741820","Western Springs SD 101","04187","Field Park Elem School","1.74182E+11","No","No"
"IL","ILLINOIS","1742210","Wheeling CCSD 21","04230","Cooper Middle School","1.74221E+11","No","No"
"IL","ILLINOIS","1742210","Wheeling CCSD 21","04236","Henry W Longfellow Elem School","1.74221E+11","No","No"
"IL","ILLINOIS","1742210","Wheeling CCSD 21","04233","Edgar A Poe Elem School","1.74221E+11","No","No"
"IL","ILLINOIS","1742210","Wheeling CCSD 21","04231","J W Riley Elem School","1.74221E+11","No","No"
"IL","ILLINOIS","1742210","Wheeling CCSD 21","01184","Jack London Middle School","1.74221E+11","No","No"
"IL","ILLINOIS","1742210","Wheeling CCSD 21","04234","Booth Tarkington Elem School","1.74221E+11","No","No"
"IL","ILLINOIS","1700213","Will ROE","06192","Lincoln School ALOP","1.70021E+11","No","No"
"IL","ILLINOIS","1700213","Will ROE","06059","Lincoln School TAOEP","1.70021E+11","No","No"
"IL","ILLINOIS","1700213","Will ROE","04927","Lincoln School RSSP","1.70021E+11","No","No"
"IL","ILLINOIS","1742600","Wilmette SD 39","04276","Harper Elem School","1.7426E+11","No","No"
"IL","ILLINOIS","1742600","Wilmette SD 39","01195","Highcrest Middle School","1.7426E+11","No","No"
"IL","ILLINOIS","1742600","Wilmette SD 39","04275","Central Elem School","1.7426E+11","No","No"
"IL","ILLINOIS","1743960","Yorkville CUSD 115","04359","Yorkville Grade School","1.74396E+11","No","No"
"IL","ILLINOIS","1743960","Yorkville CUSD 115","04361","Bristol Grade School","1.74396E+11","No","No"
"IL","ILLINOIS","1743960","Yorkville CUSD 115","05819","Grande Reserve Elem Sch","1.74396E+11","No","No"
"IL","ILLINOIS","1743960","Yorkville CUSD 115","05920","Bristol Bay Elem Sch","1.74396E+11","No","No"
"IN","INDIANA","1800060","Adams Central Community Schools","00007","Adams Central High School","1.80006E+11","No","No"
"IN","INDIANA","1800150","Anderson Community School Corp","02557","Southview Preschool Center","1.80015E+11","No","No"
"IN","INDIANA","1800270","Avon Community School Corp","02480","River Birch Elementary School","1.80027E+11","No","No"
"IN","INDIANA","1800270","Avon Community School Corp","01675","Hickory Elementary School","1.80027E+11","No","No"
"IN","INDIANA","1800360","Bartholomew Con School Corp","02506","Richard L Johnson Early Educ Cntr","1.80036E+11","No","No"
"IN","INDIANA","1800360","Bartholomew Con School Corp","00080","Southside Elementary School","1.80036E+11","No","No"
"IN","INDIANA","1800360","Bartholomew Con School Corp","00079","Rockcreek Elementary School","1.80036E+11","No","No"
"IN","INDIANA","1800360","Bartholomew Con School Corp","00065","Columbus East High School","1.80036E+11","No","No"
"IN","INDIANA","1800480","Benton Community School Corp","00100","Otterbein Elementary School","1.80048E+11","No","No"
"IN","INDIANA","1801020","Brownsburg Community School Corp","02562","Brownsburg Early Childhood Center","1.80102E+11","No","No"
"IN","INDIANA","1801020","Brownsburg Community School Corp","00045","Eagle Elementary School","1.80102E+11","No","No"
"IN","INDIANA","1801020","Brownsburg Community School Corp","01671","White Lick Elementary School","1.80102E+11","No","No"
"IN","INDIANA","1801050","Brownstown Cnt Com Sch Corp","01408","Jackson Co Juvenile Detention Cntr","1.80105E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","00193","Carmel High School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","00036","Smoky Row Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","02332","Cherry Tree Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","02185","West Clay Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","02083","Creekside Middle School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","01405","Towne Meadow Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","00991","Prairie Trace Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","00200","Woodbrook Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","00198","Mohawk Trails Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801200","Carmel Clay Schools","00196","College Wood Elementary School","1.8012E+11","No","No"
"IN","INDIANA","1801440","Center Grove Community School Corp","02333","Pleasant Grove Elementary School","1.80144E+11","No","No"
"IN","INDIANA","1801440","Center Grove Community School Corp","00208","Center Grove Elementary School","1.80144E+11","No","No"
"IN","INDIANA","1801440","Center Grove Community School Corp","00210","Center Grove Middle School Central","1.80144E+11","No","No"
"IN","INDIANA","1800122","Christel House DORS South","02538","Christel House DORS South","1.80012E+11","No","No"
"IN","INDIANA","1800166","Christel House DORS West","02586","Christel House DORS West","1.80017E+11","No","No"
"IN","INDIANA","1800011","Community Montessori Inc","01737","Community Montessori","1.80001E+11","No","No"
"IN","INDIANA","1802460","Crawfordsville Community Schools","00285","Anna Willson School","1.80246E+11","No","No"
"IN","INDIANA","1802490","Crown Point Community School Corp","00295","Dwight D Eisenhower Elem School","1.80249E+11","No","No"
"IN","INDIANA","1802490","Crown Point Community School Corp","00300","Winfield Elementary School","1.80249E+11","No","No"
"IN","INDIANA","1802490","Crown Point Community School Corp","02025","Jerry Ross Elementary School","1.80249E+11","No","No"
"IN","INDIANA","1802490","Crown Point Community School Corp","00297","Robert Taft Middle School","1.80249E+11","No","No"
"IN","INDIANA","1802490","Crown Point Community School Corp","00296","Lake Street Elementary School","1.80249E+11","No","No"
"IN","INDIANA","1802850","East Allen County Schools","00954","Cedarville Elementary School","1.80285E+11","No","No"
"IN","INDIANA","1802850","East Allen County Schools","00349","Leo Junior/Senior High School","1.80285E+11","No","No"
"IN","INDIANA","1802850","East Allen County Schools","02514","Woodlan Elementary School","1.80285E+11","No","No"
"IN","INDIANA","1802850","East Allen County Schools","00348","Leo Elementary School","1.80285E+11","No","No"
"IN","INDIANA","1802850","East Allen County Schools","00361","Woodlan Jr/Sr High School","1.80285E+11","No","No"
"IN","INDIANA","1809000","East Porter County School Corp","02378","Morgan Township Elementary School","1.809E+11","No","No"
"IN","INDIANA","1809000","East Porter County School Corp","01214","Morgan Township Middle/High School","1.809E+11","No","No"
"IN","INDIANA","1803030","Eastbrook Community Sch Corp","02505","Early Childhood Center","1.80303E+11","No","No"
"IN","INDIANA","1803270","Elkhart Community Schools","02585","Elkhart Alternative Education","1.80327E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","02507","Oak Hill Elementary","1.80345E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","00478","North High School","1.80345E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","00480","Perry Heights Middle School","1.80345E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","02491","Culver Family Learning Center","1.80345E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","00489","West Terrace Elementary School","1.80345E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","00482","Scott Elementary School","1.80345E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","00466","Francis Joseph Reitz High School","1.80345E+11","No","No"
"IN","INDIANA","1803450","Evansville Vanderburgh School Corp","00460","Cynthia Heights Elementary School","1.80345E+11","No","No"
"IN","INDIANA","1800116","Excel Center - Anderson","02533","Excel Center - Anderson","1.80012E+11","No","No"
"IN","INDIANA","1800135","Excel Center - Kokomo","02553","Excel Center - Kokomo","1.80014E+11","No","No"
"IN","INDIANA","1800142","Excel Center - Lafayette","02548","Excel Center - Lafayette","1.80014E+11","No","No"
"IN","INDIANA","1800138","Excel Center - Lafayette Square","02554","Excel Center - Lafayette Square","1.80014E+11","No","No"
"IN","INDIANA","1800163","Excel Center - Noblesville","02576","Excel Center - Noblesville","1.80016E+11","No","No"
"IN","INDIANA","1800134","Excel Center - Richmond","02549","Excel Center - Richmond","1.80013E+11","No","No"
"IN","INDIANA","1800175","Excel Center - Shelbyville","02606","Excel Center - Shelbyville","1.80018E+11","No","No"
"IN","INDIANA","1800169","Excel Center - South Bend","02596","Excel Center - South Bend","1.80017E+11","No","No"
"IN","INDIANA","1800159","Excel Center - University Heights","02592","Excel Center - University Heights","1.80016E+11","No","No"
"IN","INDIANA","1800093","Excel Center for Adult Learners","02475","Excel Center For Adult Learners","1.80009E+11","No","No"
"IN","INDIANA","1803480","Fairfield Community Schools","01238","Benton Elementary School","1.80348E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00516","Blackhawk Middle School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00519","Bunche Elementary School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00527","Fred H Croninger Elementary School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00534","Jefferson Middle School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00543","Mabel K Holland Elementary School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00546","Memorial Park Middle School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00552","Northrop High School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00556","R Nelson Snider High School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00558","Robert C Harris Elementary School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00559","Saint Joseph Central School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00566","Washington Center Elementary Sch","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00572","Willard Shambaugh Elementary Sch","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","02174","Allen Co Juvenile Center","1.80363E+11","Yes","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","02175","Jeff H Towles Intermediate School","1.80363E+11","No","No"
"IN","INDIANA","1803630","Fort Wayne Community Schools","00514","Arlington Elementary School","1.80363E+11","No","No"
"IN","INDIANA","1803690","Franklin Community School Corp","00585","Union Elementary School","1.80369E+11","No","No"
"IN","INDIANA","1803750","Franklin Township Com Sch Corp","02409","South Creek Elementary","1.80375E+11","No","No"
"IN","INDIANA","1803750","Franklin Township Com Sch Corp","00595","Acton Elementary School","1.80375E+11","No","No"
"IN","INDIANA","1803750","Franklin Township Com Sch Corp","00596","Bunker Hill Elementary School","1.80375E+11","No","No"
"IN","INDIANA","1803750","Franklin Township Com Sch Corp","02349","Mary Adams Elementary School","1.80375E+11","No","No"
"IN","INDIANA","1812880","Frankton-Lapel Community Schools","02052","Lapel Elementary School","1.81288E+11","No","No"
"IN","INDIANA","1812880","Frankton-Lapel Community Schools","02328","Lapel Sr High School","1.81288E+11","No","No"
"IN","INDIANA","1812880","Frankton-Lapel Community Schools","02418","Lapel Middle School","1.81288E+11","No","No"
"IN","INDIANA","1803870","Gary Community School Corp","00625","Gary Career Center","1.80387E+11","No","No"
"IN","INDIANA","1803870","Gary Community School Corp","00640","Mary M Bethune Early Child Dev Ctr","1.80387E+11","No","No"
"IN","INDIANA","1800061","Geist Montessori Academy","02387","Geist Montessori Academy","1.80006E+11","No","No"
"IN","INDIANA","1803940","Greater Clark County Schools","00839","Clark County Middle/High School","1.80394E+11","No","No"
"IN","INDIANA","1803940","Greater Clark County Schools","00681","Utica Elementary School","1.80394E+11","No","No"
"IN","INDIANA","1803940","Greater Clark County Schools","00832","Old Corden Porter School","1.80394E+11","No","No"
"IN","INDIANA","1803960","Greater Jasper Consolidated Schs","00684","Ireland Elementary School","1.80396E+11","No","No"
"IN","INDIANA","1804050","Greenfield-Central Com Schools","00699","Maxwell Intermediate School","1.80405E+11","No","No"
"IN","INDIANA","1804050","Greenfield-Central Com Schools","00694","Eden Elementary School","1.80405E+11","No","No"
"IN","INDIANA","1804110","Greenwood Community Sch Corp","00670","Westwood Elementary School","1.80411E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","01866","Brooks School Elementary","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","02580","Fall Creek Junior High","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","02543","FOCUS Program","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","02429","Thorpe Creek Elementary","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","02182","Riverside Junior High","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","02060","Geist Elementary School","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","01752","Hamilton Southeastern HS","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","01750","Fall Creek Elementary School","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","00373","Lantern Road Elementary School","1.81065E+11","No","No"
"IN","INDIANA","1810650","Hamilton Southeastern Schools","00133","Hamilton SE Int and Jr High Sch","1.81065E+11","No","No"
"IN","INDIANA","1804350","Hanover Community School Corp","00871","Lincoln Elementary School","1.80435E+11","No","No"
"IN","INDIANA","1800059","Hope Academy","02386","Hope Academy","1.80006E+11","No","No"
"IN","INDIANA","1804710","Huntington Co Com Sch Corp","02598","Huntington Schools Preschool","1.80471E+11","No","No"
"IN","INDIANA","1804710","Huntington Co Com Sch Corp","00789","Northwest Elementary School","1.80471E+11","No","No"
"IN","INDIANA","1804710","Huntington Co Com Sch Corp","00791","Roanoke Elementary School","1.80471E+11","No","No"
"IN","INDIANA","1800023","IN Sch for the Blind & Vis Imprd","02257","Indiana School For The Blind","1.80002E+11","No","No"
"IN","INDIANA","1800041","Indiana Academy for Sci Math Hmn","02348","Indiana Academy for Sci Math Hmn","1.80004E+11","No","No"
"IN","INDIANA","1800006","Indiana Department of Correction","01946","Logansport Juvenile Correctional","1.80001E+11","Yes","No"
"IN","INDIANA","1800006","Indiana Department of Correction","01935","Pendleton Juvenile Correctional","1.80001E+11","Yes","No"
"IN","INDIANA","1800006","Indiana Department of Correction","01943","Madison Juvenile Correctional","1.80001E+11","Yes","No"
"IN","INDIANA","1800024","Indiana School For The Deaf","02258","Indiana School For The Deaf","1.80002E+11","No","No"
"IN","INDIANA","1800106","Indiana Virtual School","02515","Indiana Virtual School","1.80011E+11","No","No"
"IN","INDIANA","1804770","Indianapolis Public Schools","00833","Francis Bellamy Pre-School Center","1.80477E+11","No","No"
"IN","INDIANA","1804770","Indianapolis Public Schools","02439","Merle Sidener Gifted Academy","1.80477E+11","No","No"
"IN","INDIANA","1804770","Indianapolis Public Schools","02391","Center for Inquiry School 84","1.80477E+11","No","No"
"IN","INDIANA","1804770","Indianapolis Public Schools","01440","Center For Inquiry School 2","1.80477E+11","No","No"
"IN","INDIANA","1804770","Indianapolis Public Schools","02277","Rousseau McClellan School 91","1.80477E+11","No","No"
"IN","INDIANA","1804770","Indianapolis Public Schools","02611","Gambold Pre-School","1.80477E+11","No","No"
"IN","INDIANA","1805580","LaPorte Community School Corp","01009","F Willard Crichfield Elementary","1.80558E+11","No","No"
"IN","INDIANA","1805400","Lafayette School Corporation","00966","Greater Lafayette Area SE","1.8054E+11","No","No"
"IN","INDIANA","1805450","Lake Central School Corporation","00982","Kahler Middle School","1.80545E+11","No","No"
"IN","INDIANA","1805450","Lake Central School Corporation","00983","Kolling Elementary School","1.80545E+11","No","No"
"IN","INDIANA","1805450","Lake Central School Corporation","00980","George Bibich Elementary School","1.80545E+11","No","No"
"IN","INDIANA","1805450","Lake Central School Corporation","02420","Hal E Clark Middle School","1.80545E+11","No","No"
"IN","INDIANA","1805790","Lebanon Community School Corp","01038","Central Elementary School","1.80579E+11","No","No"
"IN","INDIANA","1805790","Lebanon Community School Corp","01042","Perry Worth Elementary School","1.80579E+11","No","No"
"IN","INDIANA","1807290","M S D Mount Vernon","01223","Farmersville Elementary School","1.80729E+11","No","No"
"IN","INDIANA","1807950","M S D North Posey Co Schools","01367","South Terrace Elementary","1.80795E+11","No","No"
"IN","INDIANA","1800030","M S D Southwest Allen County Schls","00001","Aboite Elementary School","1.80003E+11","No","No"
"IN","INDIANA","1800030","M S D Southwest Allen County Schls","00005","Woodside Middle School","1.80003E+11","No","No"
"IN","INDIANA","1800030","M S D Southwest Allen County Schls","02329","Deer Ridge Elementary","1.80003E+11","No","No"
"IN","INDIANA","1811100","M S D Steuben County","01629","Ryan Park Elementary School","1.8111E+11","No","No"
"IN","INDIANA","1812180","M S D Wabash County Schools","01951","White's Jr-Sr High School","1.81218E+11","No","No"
"IN","INDIANA","1812180","M S D Wabash County Schools","01948","Southwood Jr-Sr High School","1.81218E+11","No","No"
"IN","INDIANA","1812360","M S D Warren Township","00726","Warren Early Childhood Center","1.81236E+11","No","No"
"IN","INDIANA","1812720","M S D Washington Township","02444","Hilltop School","1.81272E+11","No","No"
"IN","INDIANA","1812810","M S D Wayne Township","02037","Robey Elementary School","1.81281E+11","No","No"
"IN","INDIANA","1812810","M S D Wayne Township","02516","Achieve Virtual Education Academy","1.81281E+11","No","No"
"IN","INDIANA","1812810","M S D Wayne Township","02410","Ben Davis University High School","1.81281E+11","No","No"
"IN","INDIANA","1812810","M S D Wayne Township","02123","Bridgeport Elementary School","1.81281E+11","No","No"
"IN","INDIANA","1806120","Madison Consolidated Schools","01092","Madison Early Childhood Center","1.80612E+11","No","No"
"IN","INDIANA","1806390","Marion Community Schools","02150","Tucker Area Voc Tech Center","1.80639E+11","No","No"
"IN","INDIANA","1806390","Marion Community Schools","02396","Marion Early Childhood Ed Cntr","1.80639E+11","No","No"
"IN","INDIANA","1806570","Michigan City Area Schools","01156","Niemann Elementary School","1.80657E+11","No","No"
"IN","INDIANA","1806600","Middlebury Community Schools","00199","Orchard View School","1.8066E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","02613","Hoosier Hills Childcare Center","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00136","Unionville Elementary School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00132","Rogers Elementary School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00131","Marlin Elementary School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00129","Lakeview Elementary School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00123","Childs Elementary School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00120","Bloomington High School South","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00119","Bloomington High School North","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00138","University Elementary School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","02232","Tri-North Middle School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","01123","Jackson Creek Middle School","1.80063E+11","No","No"
"IN","INDIANA","1800630","Monroe County Community Sch Corp","00118","Binford Elementary School","1.80063E+11","No","No"
"IN","INDIANA","1807140","Mooresville Con School Corp","01213","Waverly Elementary School","1.80714E+11","No","No"
"IN","INDIANA","1807260","Mt Vernon Community School Corp","02192","McCordsville Elementary School","1.80726E+11","No","No"
"IN","INDIANA","1807320","Muncie Community Schools","01232","Youth Opportunity Center","1.80732E+11","No","No"
"IN","INDIANA","1807320","Muncie Community Schools","01241","Muncie Area Career Center","1.80732E+11","No","No"
"IN","INDIANA","1808320","NW Indiana Special Education Coop","02208","Eagle Park Community School","1.80832E+11","No","No"
"IN","INDIANA","1807410","New Albany-Floyd Co Con Sch","01268","Grant Line Elementary School","1.80741E+11","No","No"
"IN","INDIANA","1807410","New Albany-Floyd Co Con Sch","01270","Greenville Elementary School","1.80741E+11","No","No"
"IN","INDIANA","1807410","New Albany-Floyd Co Con Sch","02057","Highland Hills Middle School","1.80741E+11","No","No"
"IN","INDIANA","1807410","New Albany-Floyd Co Con Sch","01267","Georgetown Elementary School","1.80741E+11","No","No"
"IN","INDIANA","1807410","New Albany-Floyd Co Con Sch","01265","Floyd Central High School","1.80741E+11","No","No"
"IN","INDIANA","1807410","New Albany-Floyd Co Con Sch","00852","Floyds Knobs Elementary School","1.80741E+11","No","No"
"IN","INDIANA","1807440","New Castle Community School Corp","01291","Westwood Elementary School","1.80744E+11","No","No"
"IN","INDIANA","1807560","New Prairie United School Corp","01300","Olive Township Elementary School","1.80756E+11","No","No"
"IN","INDIANA","1807620","Nineveh-Hensley-Jackson United","01303","Indian Creek Sr High School","1.80762E+11","No","No"
"IN","INDIANA","1807650","Noblesville Schools","02158","Hinkle Creek Elementary School","1.80765E+11","No","No"
"IN","INDIANA","1807650","Noblesville Schools","02414","Noble Crossing Elementary School","1.80765E+11","No","No"
"IN","INDIANA","1807650","Noblesville Schools","02340","Hazel Dell Elementary School","1.80765E+11","No","No"
"IN","INDIANA","1807650","Noblesville Schools","00639","Noblesville West Middle School","1.80765E+11","No","No"
"IN","INDIANA","1807860","North Lawrence Com Schools","01343","North Lawrence Career Center","1.80786E+11","No","No"
"IN","INDIANA","1808010","North Spencer County Sch Corp","00167","Nancy Hanks Elementary School","1.80801E+11","No","No"
"IN","INDIANA","1808010","North Spencer County Sch Corp","00174","Lincoln Trail Elementary School","1.80801E+11","No","No"
"IN","INDIANA","1808100","North West Hendricks Schools","01386","Pittsboro Elementary School","1.8081E+11","No","No"
"IN","INDIANA","1808100","North West Hendricks Schools","02465","Pittsboro Primary School","1.8081E+11","No","No"
"IN","INDIANA","1808120","Northeast Dubois Co Sch Corp","01388","Celestine Elementary School","1.80812E+11","No","No"
"IN","INDIANA","1808250","Northwest Allen County Schools","02166","Cedar Canyon Elementary School","1.80825E+11","No","No"
"IN","INDIANA","1808250","Northwest Allen County Schools","02160","Allen Co Youth Services Center","1.80825E+11","No","No"
"IN","INDIANA","1808250","Northwest Allen County Schools","01380","Maple Creek Middle School","1.80825E+11","No","No"
"IN","INDIANA","1808250","Northwest Allen County Schools","00937","Hickory Center Elementary School","1.80825E+11","No","No"
"IN","INDIANA","1808250","Northwest Allen County Schools","00016","Oak View Elementary School","1.80825E+11","No","No"
"IN","INDIANA","1802040","Northwestern School Corp","00254","Northwestern Elementary School","1.80204E+11","No","No"
"IN","INDIANA","1800016","Options Charter School - Carmel","01738","Options Charter School - Carmel","1.80002E+11","No","No"
"IN","INDIANA","1800056","Options Charter School Noblesville","02313","Options Charter School Noblesville","1.80006E+11","No","No"
"IN","INDIANA","1808760","Penn-Harris-Madison School Corp","02341","Prairie Vista Elementary School","1.80876E+11","No","No"
"IN","INDIANA","1808760","Penn-Harris-Madison School Corp","01148","Northpoint Elementary School","1.80876E+11","No","No"
"IN","INDIANA","1808760","Penn-Harris-Madison School Corp","01447","Madison Elementary School","1.80876E+11","No","No"
"IN","INDIANA","1808760","Penn-Harris-Madison School Corp","01448","Mary Frank Harris Elementary Sch","1.80876E+11","No","No"
"IN","INDIANA","1808760","Penn-Harris-Madison School Corp","02161","Bittersweet Elementary School","1.80876E+11","No","No"
"IN","INDIANA","1808760","Penn-Harris-Madison School Corp","00794","Discovery Middle School","1.80876E+11","No","No"
"IN","INDIANA","1808760","Penn-Harris-Madison School Corp","00526","Horizon Elementary School","1.80876E+11","No","No"
"IN","INDIANA","1808820","Perry Township Schools","01809","Rosa Parks Elementary School","1.80882E+11","No","No"
